CAMIS,DBA,BORO,BUILDING,STREET,NEIGHBOURHOOD,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,CITY,STATUS,Restaurant Name,Area,Cuisine Type,Hygiene Score,Hygiene Rating,Inspector Comments,Is_Brand
30000603,Burger King Old,Lahore,401,Anarkali St,Old Anarkali,54010,+92-323-8193303,BBQ,2024-01-14,Warning Issued,Not Critical,76,B,2024-02-11,2024-02-07,Routine Inspection,31.588643,74.24735,Lahore,Active,Burger King Old,Old Anarkali,BBQ,76,Good,Storage practices need improvement.,True
30000604,Domino's Pizza,Lahore,483,Walton Rd,Walton Road,54040,+92-322-8626119,Pizza,2024-12-05,Re-inspection Required,Not Critical,73,B,2024-12-17,2024-12-05,Complaint-Based,31.645556,74.310659,Lahore,Active,Domino's Pizza,Walton Road,Pizza,73,Good,Storage practices need improvement.,True
30000605,OPTP,Lahore,390,Thokar Rd,Shahdara,54050,+92-42-2333157,Desi,2024-01-10,Re-inspection Required,Not Critical,80,B,2024-01-24,2024-02-10,Enforcement Raid,31.508157,74.218042,Lahore,Active,OPTP,Shahdara,Desi,80,Good,Some utensils dirty; advised deep clean.,True
30000606,Gloria Jean's Allama,Lahore,250,Central Ave,Allama Iqbal Town,54740,+92-304-2620209,Cafe,2022-10-24,Warning Issued,Not Critical,84,B,2022-11-23,2022-11-01,Enforcement Raid,31.503254,74.232544,Lahore,Active,Gloria Jean's Allama,Allama Iqbal Town,Cafe,84,Good,Pests not observed but sanitation needs work.,True
30000607,Subway Samanabad,Lahore,483,Market Rd,Samanabad,54760,+92-304-8537652,Pakistani,2023-06-26,Warning Issued,Not Critical,65,C,2023-07-25,2023-07-04,Routine Inspection,31.614661,74.269322,Lahore,Active,Subway Samanabad,Samanabad,Pakistani,65,Average,Pests not observed but sanitation needs work.,True
30000608,Dunkin' Donuts Model,Lahore,191,Model Town Rd,Model Town,54700,+92-332-3120959,Cafe,2022-01-06,Fine Imposed,Not Critical,62,C,2022-02-02,2022-01-29,Enforcement Raid,31.616101,74.342061,Lahore,Active,Dunkin' Donuts Model,Model Town,Cafe,62,Average,Storage practices need improvement.,True
30000609,Papa John's Gulberg,Lahore,481,MM Alam Rd,Gulberg,54660,+92-314-6740679,Pizza,2024-04-19,Warning Issued,Not Critical,75,B,2024-04-24,2024-05-02,Follow-up,31.505689,74.372903,Lahore,Active,Papa John's Gulberg,Gulberg,Pizza,75,Good,Some utensils dirty; advised deep clean.,True
30000610,Burger King,Lahore,258,Market Rd,Shadman,54030,+92-42-5808707,Pakistani,2022-04-30,Passed,Not Critical,98,A,2022-05-30,2022-06-02,Follow-up,31.482184,74.252364,Lahore,Active,Burger King,Shadman,Pakistani,98,Excellent,Staff medicals up-to-date; maintain temperatures.,True
30000611,Hardee's Township,Lahore,124,Township Rd,Township,54790,+92-42-2327257,Italian,2024-02-04,No Action Needed,Not Critical,91,A,2024-02-29,2024-02-26,Routine Inspection,31.468293,74.314872,Lahore,Active,Hardee's Township,Township,Italian,91,Excellent,Kitchen hygiene satisfactory.,True
30000612,McDonald's Liberty,Lahore,313,Main Blvd,Liberty Market,54060,+92-42-2943305,Fast Food,2023-10-08,Re-inspection Required,Not Critical,76,B,2023-10-31,2023-10-31,Follow-up,31.639401,74.372439,Lahore,Active,McDonald's Liberty,Liberty Market,Fast Food,76,Good,Packaging labels missing; hygiene average.,True
30000613,Gloria Jean's Township,Lahore,28,Township Rd,Township,54790,+92-302-8757372,Cafe,2022-05-26,Warning Issued,Not Critical,69,C,2022-06-16,2022-05-26,Routine Inspection,31.641396,74.251285,Lahore,Active,Gloria Jean's Township,Township,Cafe,69,Average,Some utensils dirty; advised deep clean.,True
30000614,Tim Hortons,Lahore,450,Market Rd,Samanabad,54760,+92-320-5916321,Cafe,2023-04-10,Re-inspection Required,Not Critical,62,C,2023-04-26,2023-05-09,Enforcement Raid,31.56862,74.314617,Lahore,Active,Tim Hortons,Samanabad,Cafe,62,Average,Expired items found; immediate action required.,True
30000615,OPTP Gulberg,Lahore,177,Main Blvd,Gulberg,54660,+92-330-2938893,Italian,2022-06-30,Re-inspection Required,Not Critical,55,C,2022-07-16,2022-07-09,Enforcement Raid,31.490437,74.262171,Lahore,Active,OPTP Gulberg,Gulberg,Italian,55,Average,No medical certificates for staff; poor hygiene.,True
30000616,Monal,Lahore,43,Market Rd,Saddar,54000,+92-302-5325450,Chinese,2022-04-03,Passed,Not Critical,87,A,2022-04-24,2022-05-12,Enforcement Raid,31.494356,74.236635,Lahore,Active,Monal,Saddar,Chinese,87,Excellent,Staff medicals up-to-date; maintain temperatures.,True
30000617,Pizza Hut,Lahore,457,Fortress Stadium Rd,Fortress Stadium,54070,+92-42-7149953,Pizza,2024-06-15,No Action Needed,Not Critical,87,A,2024-06-25,2024-06-24,Enforcement Raid,31.555988,74.281126,Lahore,Active,Pizza Hut,Fortress Stadium,Pizza,87,Excellent,Minor record-keeping issues; overall good.,True
30000618,Hardee's,Lahore,280,Samanabad Rd,Samanabad,54760,+92-328-4250688,Continental,2023-03-25,Closure Recommended,Critical,38,D,2023-04-11,2023-04-13,Follow-up,31.513584,74.24557,Lahore,Closed,Hardee's,Samanabad,Continental,38,Poor,Contaminated oil observed; seal recommended.,True
30000619,Monal Fortress,Lahore,208,Fortress Stadium Rd,Fortress Stadium,54070,+92-303-8474519,Desi,2023-07-21,Warning Issued,Not Critical,66,C,2023-08-04,2023-08-29,Complaint-Based,31.520488,74.272844,Lahore,Active,Monal Fortress,Fortress Stadium,Desi,66,Average,Expired items found; immediate action required.,True
30000620,Subway Ferozepur,Lahore,82,Ferozepur Rd,Ferozepur Road,54770,+92-300-1570665,Cafe,2023-11-14,Sealed,Critical,40,D,2023-11-29,2023-12-24,Complaint-Based,31.596124,74.333216,Lahore,Closed,Subway Ferozepur,Ferozepur Road,Cafe,40,Poor,Unsafe storage and mold in refrigerated unit.,True
30000621,Pizza Hut Lahore,Lahore,53,Cantt Rd,Lahore Cantt,54770,+92-42-2790796,Pizza,2024-08-05,Fine Imposed,Not Critical,66,C,2024-08-24,2024-09-17,Routine Inspection,31.478465,74.361088,Lahore,Active,Pizza Hut Lahore,Lahore Cantt,Pizza,66,Average,Contaminated oil observed; seal recommended.,True
30000622,KFC Lahore,Lahore,350,Cantt Rd,Lahore Cantt,54770,+92-311-3821761,Fast Food,2022-02-18,Warning Issued,Not Critical,84,B,2022-03-19,2022-03-04,Complaint-Based,31.613515,74.386434,Lahore,Active,KFC Lahore,Lahore Cantt,Fast Food,84,Good,Storage practices need improvement.,True
30000623,Papa John's MM,Lahore,350,MM Alam Rd,MM Alam Road,54660,+92-42-3379947,Pizza,2023-01-09,Warning Issued,Not Critical,80,B,2023-02-05,2023-01-12,Routine Inspection,31.481582,74.283536,Lahore,Active,Papa John's MM,MM Alam Road,Pizza,80,Good,Storage practices need improvement.,True
30000624,Burger King,Lahore,41,Ferozepur Rd,Ferozepur Road,54770,+92-311-6822105,Continental,2023-06-16,Passed,Not Critical,89,A,2023-06-26,2023-06-18,Enforcement Raid,31.506504,74.391172,Lahore,Active,Burger King,Ferozepur Road,Continental,89,Excellent,Staff medicals up-to-date; maintain temperatures.,True
30000625,OPTP Lahore,Lahore,52,Cantt Rd,Lahore Cantt,54770,+92-329-1830765,Chinese,2024-01-20,Re-inspection Required,Not Critical,74,B,2024-02-10,2024-01-24,Routine Inspection,31.451945,74.278534,Lahore,Active,OPTP Lahore,Lahore Cantt,Chinese,74,Good,Pests not observed but sanitation needs work.,True
30000626,KFC,Lahore,111,DHA Main Blvd,Packages Mall,54780,+92-337-2988393,Fast Food,2022-01-07,Re-inspection Required,Not Critical,77,B,2022-02-04,2022-01-20,Enforcement Raid,31.459121,74.322315,Lahore,Active,KFC,Packages Mall,Fast Food,77,Good,Chilled items slightly above recommended temp.,True
30000627,Broadway Pizza,Lahore,33,Central Ave,DHA Phase 3,54810,+92-339-2573623,Pizza,2023-03-30,Fine Imposed,Critical,40,D,2023-04-29,2023-05-03,Complaint-Based,31.519222,74.350009,Lahore,Closed,Broadway Pizza,DHA Phase 3,Pizza,40,Poor,Contaminated oil observed; seal recommended.,True
30000628,Hardee's Old,Lahore,352,Temple Rd,Old Anarkali,54010,+92-323-7508257,Fast Food,2022-03-10,Passed,Not Critical,97,A,2022-04-09,2022-04-15,Routine Inspection,31.578825,74.279557,Lahore,Active,Hardee's Old,Old Anarkali,Fast Food,97,Excellent,Staff medicals up-to-date; maintain temperatures.,True
30000629,Domino's Pizza,Lahore,483,Township Rd,Township,54790,+92-324-8369095,Pizza,2024-09-04,Passed,Not Critical,87,A,2024-10-02,2024-09-19,Enforcement Raid,31.550191,74.338878,Lahore,Active,Domino's Pizza,Township,Pizza,87,Excellent,Clean premises; food handlers wearing gloves.,True
30000630,Tim Hortons,Lahore,367,Market Rd,Old Anarkali,54010,+92-318-6146524,Cafe,2024-02-07,Fine Imposed,Not Critical,60,C,2024-02-19,2024-03-09,Enforcement Raid,31.525395,74.369613,Lahore,Active,Tim Hortons,Old Anarkali,Cafe,60,Average,Chilled items slightly above recommended temp.,True
30000631,Papa John's Lahore,Lahore,172,Cantt Rd,Lahore Cantt,54770,+92-322-1185458,Pizza,2022-05-30,Warning Issued,Not Critical,81,B,2022-06-07,2022-06-07,Enforcement Raid,31.486729,74.221154,Lahore,Active,Papa John's Lahore,Lahore Cantt,Pizza,81,Good,Pests not observed but sanitation needs work.,True
30000632,Gloria Jean's,Lahore,131,Canal Bank Rd,DHA Phase 5,54792,+92-311-3507382,Cafe,2023-03-25,Warning Issued,Not Critical,64,C,2023-04-21,2023-03-31,Routine Inspection,31.453047,74.357491,Lahore,Active,Gloria Jean's,DHA Phase 5,Cafe,64,Average,Unsafe storage and mold in refrigerated unit.,True
30000633,Burger King Lahore,Lahore,21,Main Blvd,Lahore Cantt,54770,+92-302-6975532,Pizza,2022-01-12,Re-inspection Required,Not Critical,68,C,2022-02-10,2022-02-07,Complaint-Based,31.498595,74.230293,Lahore,Active,Burger King Lahore,Lahore Cantt,Pizza,68,Average,Some utensils dirty; advised deep clean.,True
30000634,Monal MM,Lahore,46,Main Blvd,MM Alam Road,54660,+92-308-1108971,Burgers,2023-11-17,Warning Issued,Not Critical,59,C,2023-11-27,2023-12-23,Enforcement Raid,31.514656,74.313119,Lahore,Active,Monal MM,MM Alam Road,Burgers,59,Average,Chilled items slightly above recommended temp.,True
30000635,Broadway Pizza,Lahore,45,Market Rd,Saddar,54000,+92-327-6229204,Pizza,2022-12-10,Re-inspection Required,Not Critical,78,B,2022-12-23,2023-01-21,Follow-up,31.609468,74.376949,Lahore,Active,Broadway Pizza,Saddar,Pizza,78,Good,Some utensils dirty; advised deep clean.,True
30000636,Monal,Lahore,235,Market Rd,Shadman,54030,+92-304-5292190,Desi,2024-08-06,Re-inspection Required,Not Critical,71,B,2024-08-06,2024-09-03,Routine Inspection,31.468167,74.26885,Lahore,Active,Monal,Shadman,Desi,71,Good,Some utensils dirty; advised deep clean.,True
30000637,Dunkin' Donuts,Lahore,116,Main Blvd,Johar Town,54782,+92-312-8238514,Cafe,2022-12-11,Passed,Not Critical,99,A,2023-01-01,2022-12-21,Routine Inspection,31.520514,74.382077,Lahore,Active,Dunkin' Donuts,Johar Town,Cafe,99,Excellent,Kitchen hygiene satisfactory.,True
30000638,Salt'n Pepper,Lahore,268,Market Rd,Shadman,54030,+92-323-2584831,Italian,2022-08-06,Warning Issued,Not Critical,68,C,2022-08-12,2022-09-09,Complaint-Based,31.516463,74.31012,Lahore,Active,Salt'n Pepper,Shadman,Italian,68,Average,Unsafe storage and mold in refrigerated unit.,True
30000639,Burger King Township,Lahore,451,Central Ave,Township,54790,+92-330-3809837,Fast Food,2024-02-21,Re-inspection Required,Not Critical,60,C,2024-02-22,2024-03-13,Follow-up,31.54575,74.353118,Lahore,Active,Burger King Township,Township,Fast Food,60,Average,Unsafe storage and mold in refrigerated unit.,True
30000640,Texas Chicken Shahdara,Lahore,440,Shahdara Rd,Shahdara,54050,+92-324-3593308,Fast Food,2024-11-07,Sealed,Critical,45,D,2024-11-17,2024-11-26,Routine Inspection,31.581471,74.399086,Lahore,Under Investigation,Texas Chicken Shahdara,Shahdara,Fast Food,45,Poor,Expired items found; immediate action required.,True
30000641,KFC,Lahore,87,MM Alam Rd,MM Alam Road,54660,+92-311-4586154,Fast Food,2023-08-27,No Action Needed,Not Critical,85,A,2023-08-31,2023-10-08,Follow-up,31.461832,74.217736,Lahore,Active,KFC,MM Alam Road,Fast Food,85,Excellent,Minor record-keeping issues; overall good.,True
30000642,OPTP DHA,Lahore,250,Canal Bank Rd,DHA Phase 5,54792,+92-308-9806371,Fast Food,2022-05-16,Re-inspection Required,Not Critical,80,B,2022-06-07,2022-05-16,Follow-up,31.597144,74.346957,Lahore,Active,OPTP DHA,DHA Phase 5,Fast Food,80,Good,Some utensils dirty; advised deep clean.,True
30000643,Texas Chicken Cavalry,Lahore,19,Canal Bank Rd,Cavalry,54020,+92-42-5758369,Fast Food,2022-11-02,Re-inspection Required,Not Critical,77,B,2022-11-24,2022-11-30,Enforcement Raid,31.521835,74.386074,Lahore,Active,Texas Chicken Cavalry,Cavalry,Fast Food,77,Good,Storage practices need improvement.,True
30000644,Salt'n Pepper,Lahore,125,Ferozepur Rd,Ferozepur Road,54770,+92-308-9444612,Fast Food,2024-05-05,Warning Issued,Not Critical,75,B,2024-05-13,2024-05-30,Follow-up,31.450577,74.396872,Lahore,Active,Salt'n Pepper,Ferozepur Road,Fast Food,75,Good,Storage practices need improvement.,True
30000645,McDonald's Old,Lahore,177,Market Rd,Old Anarkali,54010,+92-328-8665812,Desi,2023-12-30,Re-inspection Required,Not Critical,84,B,2024-01-18,2024-02-02,Follow-up,31.476404,74.214208,Lahore,Active,McDonald's Old,Old Anarkali,Desi,84,Good,Storage practices need improvement.,True
30000646,Subway Gulberg,Lahore,334,Main Blvd,Gulberg,54660,+92-304-8879863,Burgers,2024-02-14,Fine Imposed,Not Critical,60,C,2024-03-03,2024-03-18,Follow-up,31.473866,74.357032,Lahore,Active,Subway Gulberg,Gulberg,Burgers,60,Average,Pests not observed but sanitation needs work.,True
30000647,OPTP Gaddafi,Lahore,127,Stadium Rd,Gaddafi Stadium,54780,+92-324-7574689,BBQ,2022-11-05,Re-inspection Required,Not Critical,72,B,2022-12-05,2022-11-12,Enforcement Raid,31.54737,74.300217,Lahore,Active,OPTP Gaddafi,Gaddafi Stadium,BBQ,72,Good,Chilled items slightly above recommended temp.,True
30000648,KFC,Lahore,208,Service Rd,Ferozepur Road,54770,+92-42-8118686,Fast Food,2024-03-16,No Action Needed,Not Critical,87,A,2024-03-28,2024-03-30,Enforcement Raid,31.635972,74.216823,Lahore,Active,KFC,Ferozepur Road,Fast Food,87,Excellent,Storage organized; recommend improved handwashing.,True
30000649,Gloria Jean's Model,Lahore,412,Canal Bank Rd,Model Town,54700,+92-319-5814049,Cafe,2023-06-06,Warning Issued,Not Critical,75,B,2023-07-06,2023-07-03,Enforcement Raid,31.645939,74.336972,Lahore,Active,Gloria Jean's Model,Model Town,Cafe,75,Good,Pests not observed but sanitation needs work.,True
30000650,Burger King,Lahore,395,Shahdara Rd,Shahdara,54050,+92-322-1143212,Burgers,2024-02-11,Re-inspection Required,Not Critical,78,B,2024-03-09,2024-02-21,Enforcement Raid,31.476938,74.376413,Lahore,Active,Burger King,Shahdara,Burgers,78,Good,Storage practices need improvement.,True
30000651,Dunkin' Donuts,Lahore,46,DHA Main Blvd,Packages Mall,54780,+92-326-3305951,Cafe,2023-12-05,Fine Imposed,Critical,47,D,2023-12-13,2024-01-17,Follow-up,31.470282,74.302937,Lahore,Under Investigation,Dunkin' Donuts,Packages Mall,Cafe,47,Poor,Unsafe storage and mold in refrigerated unit.,True
30000652,Gloria Jean's,Lahore,326,Mall Rd,Packages Mall,54780,+92-42-2756722,Cafe,2024-04-14,Passed,Not Critical,93,A,2024-04-23,2024-05-29,Routine Inspection,31.581603,74.314179,Lahore,Active,Gloria Jean's,Packages Mall,Cafe,93,Excellent,Staff medicals up-to-date; maintain temperatures.,True
30000653,Tim Hortons Walton,Lahore,135,Walton Rd,Walton Road,54040,+92-315-3247776,Cafe,2023-07-31,Closure Recommended,Critical,35,D,2023-08-11,2023-09-03,Follow-up,31.494983,74.252148,Lahore,Closed,Tim Hortons Walton,Walton Road,Cafe,35,Poor,Expired items found; immediate action required.,True
30000654,Burger King Walton,Lahore,487,Walton Rd,Walton Road,54040,+92-323-9875180,Desi,2024-04-10,Advisory Issued,Not Critical,94,A,2024-05-07,2024-05-09,Enforcement Raid,31.633228,74.312743,Lahore,Active,Burger King Walton,Walton Road,Desi,94,Excellent,Minor record-keeping issues; overall good.,True
30000655,Tim Hortons,Lahore,256,Service Rd,Ferozepur Road,54770,+92-317-6628815,Cafe,2023-02-13,Warning Issued,Not Critical,78,B,2023-02-24,2023-03-21,Enforcement Raid,31.648226,74.254171,Lahore,Active,Tim Hortons,Ferozepur Road,Cafe,78,Good,Packaging labels missing; hygiene average.,True
30000656,Domino's Pizza,Lahore,477,Service Rd,Raiwind Road,54650,+92-42-2177842,Pizza,2024-06-01,Re-inspection Required,Not Critical,79,B,2024-06-03,2024-06-12,Complaint-Based,31.50711,74.204425,Lahore,Active,Domino's Pizza,Raiwind Road,Pizza,79,Good,Storage practices need improvement.,True
30000657,Dunkin' Donuts Johar,Lahore,294,Main Blvd,Johar Town,54782,+92-42-6250802,Cafe,2024-11-06,No Action Needed,Not Critical,95,A,2024-11-30,2024-12-01,Follow-up,31.514619,74.38799,Lahore,Active,Dunkin' Donuts Johar,Johar Town,Cafe,95,Excellent,Storage organized; recommend improved handwashing.,True
30000658,Subway Old,Lahore,196,Temple Rd,Old Anarkali,54010,+92-311-2893169,Pizza,2022-01-28,Re-inspection Required,Not Critical,79,B,2022-02-04,2022-02-20,Routine Inspection,31.503139,74.276961,Lahore,Active,Subway Old,Old Anarkali,Pizza,79,Good,Chilled items slightly above recommended temp.,True
30000659,Burger King Old,Lahore,27,Temple Rd,Old Anarkali,54010,+92-337-4278491,Pizza,2022-11-19,Fine Imposed,Not Critical,56,C,2022-11-28,2022-12-09,Complaint-Based,31.492698,74.361919,Lahore,Active,Burger King Old,Old Anarkali,Pizza,56,Average,Contaminated oil observed; seal recommended.,True
30000660,Texas Chicken Township,Lahore,291,Township Rd,Township,54790,+92-329-4791742,Fast Food,2022-08-02,Fine Imposed,Not Critical,51,C,2022-08-02,2022-09-05,Routine Inspection,31.549136,74.306166,Lahore,Active,Texas Chicken Township,Township,Fast Food,51,Average,Significant cleanliness issues; pests present.,True
30000661,Hardee's,Lahore,471,Liberty Market,Liberty Market,54060,+92-42-2443235,Chinese,2024-07-03,Advisory Issued,Not Critical,98,A,2024-07-13,2024-07-13,Follow-up,31.52255,74.393892,Lahore,Active,Hardee's,Liberty Market,Chinese,98,Excellent,Minor record-keeping issues; overall good.,True
30000662,Monal,Lahore,379,Mall Rd,Fortress Stadium,54070,+92-42-9591757,Desi,2023-06-16,Passed,Not Critical,85,A,2023-07-14,2023-07-29,Enforcement Raid,31.459722,74.299444,Lahore,Active,Monal,Fortress Stadium,Desi,85,Excellent,Clean premises; food handlers wearing gloves.,True
30000663,Burger King Walton,Lahore,446,Walton Rd,Walton Road,54040,+92-326-6728364,BBQ,2023-04-01,Closure Recommended,Critical,44,D,2023-04-19,2023-04-28,Enforcement Raid,31.586394,74.281348,Lahore,Closed,Burger King Walton,Walton Road,BBQ,44,Poor,Expired items found; immediate action required.,True
30000664,Monal,Lahore,240,College Rd,Johar Town,54782,+92-303-1782511,Chinese,2022-11-09,Re-inspection Required,Not Critical,74,B,2022-11-09,2022-12-02,Complaint-Based,31.579815,74.331657,Lahore,Active,Monal,Johar Town,Chinese,74,Good,Storage practices need improvement.,True
30000665,Hardee's,Lahore,19,Anarkali St,Old Anarkali,54010,+92-311-3147879,Fast Food,2023-09-26,Re-inspection Required,Not Critical,82,B,2023-09-29,2023-10-23,Routine Inspection,31.570843,74.245342,Lahore,Active,Hardee's,Old Anarkali,Fast Food,82,Good,Pests not observed but sanitation needs work.,True
30000666,Monal Liberty,Lahore,355,Liberty Market,Liberty Market,54060,+92-333-2457010,Desi,2022-12-03,Sealed,Critical,36,D,2022-12-15,2023-01-11,Complaint-Based,31.520213,74.230835,Lahore,Closed,Monal Liberty,Liberty Market,Desi,36,Poor,No medical certificates for staff; poor hygiene.,True
30000667,Dunkin' Donuts Samanabad,Lahore,91,Samanabad Rd,Samanabad,54760,+92-331-5129397,Cafe,2023-12-06,Passed,Not Critical,95,A,2023-12-17,2024-01-17,Follow-up,31.631909,74.229672,Lahore,Active,Dunkin' Donuts Samanabad,Samanabad,Cafe,95,Excellent,Clean premises; food handlers wearing gloves.,True
30000668,Hardee's,Lahore,328,Canal Bank Rd,Model Town,54700,+92-339-4189417,Cafe,2022-12-23,Advisory Issued,Not Critical,95,A,2023-01-14,2023-02-05,Follow-up,31.606372,74.2451,Lahore,Active,Hardee's,Model Town,Cafe,95,Excellent,Clean premises; food handlers wearing gloves.,True
30000669,Gloria Jean's,Lahore,217,Township Rd,Township,54790,+92-302-8877614,Cafe,2024-03-24,Passed,Not Critical,90,A,2024-04-07,2024-03-26,Follow-up,31.527818,74.299567,Lahore,Active,Gloria Jean's,Township,Cafe,90,Excellent,Kitchen hygiene satisfactory.,True
30000670,Salt'n Pepper Shadman,Lahore,392,Shadman Rd,Shadman,54030,+92-312-7394350,Pakistani,2022-07-22,No Action Needed,Not Critical,91,A,2022-08-03,2022-07-28,Complaint-Based,31.578961,74.39043,Lahore,Active,Salt'n Pepper Shadman,Shadman,Pakistani,91,Excellent,Storage organized; recommend improved handwashing.,True
